id,age,education,default,balance,housing,loan,day,month,latestday,duration,campaign,previous,y
490,32,2,0,92,1,0,18,5,168,110,1,2,0
491,52,1,0,432,1,1,6,5,156,44,4,0,0
492,26,2,0,620,0,0,26,8,266,76,1,2,0
493,34,2,0,266,1,0,6,4,126,437,2,0,0
494,41,3,0,2611,1,0,1,6,181,129,1,2,0
495,55,2,0,2120,0,0,11,8,251,236,3,0,0
496,45,2,0,248,0,0,16,7,226,212,2,0,0
497,48,1,0,0,0,1,5,8,245,67,1,0,0
498,60,2,0,1139,0,0,6,2,66,67,2,2,0
499,45,3,0,0,0,0,1,6,181,5,1,0,0
500,32,2,0,228,0,0,5,2,65,176,1,3,0
501,56,2,0,1113,0,0,12,6,192,138,1,0,0
502,55,0,0,4746,1,0,23,5,173,288,3,0,0
503,39,3,0,0,0,0,28,8,268,93,25,0,0
504,55,1,0,319,0,0,21,1,51,124,3,0,0
505,34,2,0,4447,1,0,2,6,182,159,1,2,0
506,40,3,0,4539,0,0,13,7,223,256,3,1,1
507,41,1,0,1820,1,0,21,1,51,25,3,0,0
508,56,3,0,40,0,1,11,7,221,123,2,0,0
509,33,3,0,-258,0,0,8,7,218,362,1,0,0
510,42,2,0,477,1,1,17,1,47,231,2,0,0
511,39,3,0,0,1,0,12,5,162,561,4,3,0
512,43,2,0,7876,1,0,11,8,251,209,2,0,0
513,28,2,0,1241,0,0,24,7,234,343,1,0,0
514,37,2,0,105,0,1,21,1,51,197,2,4,0
515,30,3,0,2317,1,0,26,5,176,260,5,0,0
516,44,1,0,1147,1,0,12,5,162,23,1,0,0
517,50,2,0,148,1,0,17,4,137,413,2,0,0
518,30,3,0,4,1,0,17,7,227,284,1,0,0
519,36,1,0,1127,1,0,17,4,137,625,3,0,0
520,51,2,0,441,1,0,7,5,157,189,2,2,0
521,37,2,0,68,1,1,13,5,163,151,2,1,0
522,32,3,0,550,0,0,19,1,49,337,1,0,1
523,79,2,0,909,0,0,25,9,295,114,1,1,0
524,56,1,0,556,1,0,28,8,268,102,4,0,0
525,37,3,0,16,0,0,20,8,260,280,1,0,0
526,37,2,0,-426,1,1,31,7,241,56,30,0,0
527,47,2,0,387,1,0,7,5,157,122,2,0,0
528,41,1,0,406,0,0,6,6,186,272,1,0,0
529,48,1,0,623,1,0,2,2,62,1425,2,0,1
530,58,1,0,593,0,1,9,6,189,204,2,0,0
531,47,1,0,1405,0,0,12,6,192,127,1,0,0
532,41,2,0,523,1,0,6,4,126,232,3,0,0
533,51,3,0,1421,1,0,7,7,217,152,5,0,0
534,38,2,0,-367,1,1,12,5,162,354,1,0,0
535,36,2,0,8,0,0,21,8,261,115,2,0,0
536,45,0,0,-320,1,0,28,5,178,204,3,0,0
537,40,2,0,6767,1,0,11,5,161,431,1,2,0
538,52,1,0,314,1,0,4,2,64,131,2,0,0
539,37,2,0,688,1,0,9,2,69,158,2,2,0
540,36,2,0,115,0,0,2,2,62,225,1,0,0
541,56,2,0,878,0,0,20,6,200,123,3,0,0
542,46,3,0,334,1,0,4,5,154,36,6,2,0
543,27,3,0,6421,0,0,28,1,58,147,4,0,0
544,64,3,0,1644,0,0,7,9,277,569,4,0,1
545,41,1,0,450,1,0,17,4,137,122,1,2,0
546,34,2,1,-745,1,1,11,7,221,131,2,0,0
547,36,1,0,3415,0,0,10,7,220,150,10,0,0
548,44,2,0,1196,1,0,27,5,177,202,1,0,0
549,38,3,0,4,1,0,16,7,226,158,1,0,0
550,57,2,0,13834,0,0,11,8,251,107,1,0,0
551,72,0,0,413,0,0,7,12,367,358,6,0,0
552,34,0,0,4535,0,0,6,8,246,54,3,0,0
553,32,3,0,6284,0,0,14,8,254,167,8,0,0
554,39,3,0,-468,1,1,8,8,248,88,2,0,0
555,69,0,0,647,0,0,27,3,117,199,1,0,0
556,49,3,0,-470,1,0,12,6,192,691,1,0,0
557,54,1,0,10374,1,0,20,1,50,283,2,2,0
558,48,2,0,335,0,0,17,6,197,214,3,0,0
559,35,2,0,344,0,0,27,8,267,519,16,0,1
560,24,2,0,525,1,0,16,4,136,253,1,1,0
561,32,2,0,253,1,0,4,6,184,257,3,0,0
562,43,0,0,572,0,0,17,1,47,80,2,0,0
563,54,1,0,0,1,0,30,1,60,520,3,0,0
564,41,2,0,49,1,0,15,5,165,342,2,0,0
565,48,2,0,0,1,1,8,7,218,72,1,0,0
566,40,1,0,2171,1,0,9,5,159,97,1,0,0
567,44,2,0,533,1,0,18,1,48,127,1,2,0
568,47,2,0,235,1,0,6,5,156,121,1,0,0
569,55,1,0,8585,0,0,28,1,58,201,2,0,0
570,29,2,0,321,1,1,2,2,62,102,2,0,0
571,37,2,0,192,1,0,23,5,173,105,2,0,0
572,58,0,0,1187,1,0,6,5,156,228,2,0,0
573,41,2,0,3622,0,0,19,6,199,1135,4,0,1
574,49,3,0,15,0,0,30,1,60,166,3,2,0
575,38,2,0,1655,0,0,29,7,239,392,2,0,0
576,46,1,0,684,1,0,29,5,179,414,2,0,0
577,55,2,1,0,0,0,26,8,266,172,5,0,0
578,58,2,0,35,0,0,29,7,239,336,7,0,0
579,33,2,0,478,0,0,30,4,150,475,2,0,1
580,43,2,0,308,1,0,3,2,63,137,3,4,0
581,44,3,0,6285,1,0,20,1,50,136,3,2,0
582,46,2,0,700,1,1,2,2,62,299,1,0,0
583,36,3,0,2813,1,0,7,8,247,88,3,0,0
584,49,3,0,377,0,0,22,5,172,158,1,2,0
585,46,2,0,218,0,0,10,7,220,41,1,0,0
586,31,2,0,8784,1,0,21,5,171,63,2,0,0
587,27,2,0,941,1,0,11,7,221,124,1,0,0
588,30,3,0,44,0,0,18,8,258,82,4,0,0
589,34,2,0,2959,0,0,13,8,253,413,5,0,0
590,38,1,0,489,1,0,2,2,62,218,1,0,0
591,49,3,0,-888,0,1,21,7,231,298,1,0,0
592,37,2,0,1785,1,0,26,5,176,912,4,0,0
593,47,3,0,6333,1,0,19,1,49,498,4,0,0
594,26,2,0,972,1,0,20,5,170,177,10,0,0
595,64,1,0,1977,0,0,24,2,84,160,2,0,0
596,38,3,0,2350,0,0,25,8,265,234,12,0,0
597,58,1,0,128,1,0,30,7,240,49,5,0,0
598,36,3,0,734,0,0,19,8,259,276,2,0,0
599,33,3,0,231,1,0,27,5,177,198,2,0,0
600,47,1,0,273,1,0,21,7,231,91,3,0,0
601,54,1,0,209,0,1,17,1,47,206,1,0,0
602,31,2,0,337,0,0,12,5,162,51,1,0,0
603,39,3,0,208,1,0,29,1,59,81,1,2,0
604,59,1,0,-411,0,0,29,1,59,225,1,0,0
605,43,1,0,1260,0,1,6,6,186,17,4,0,0
606,30,2,0,458,0,0,20,1,50,51,7,0,0
607,34,2,0,452,1,0,15,5,165,90,3,0,0
608,51,2,0,814,1,0,14,5,164,17,8,0,0
609,37,3,0,718,0,0,17,6,197,43,1,0,0
610,44,1,0,314,1,0,30,5,180,742,2,0,0
611,26,1,0,-887,1,0,18,5,168,827,2,0,1
612,32,2,0,0,1,0,25,7,235,83,10,0,0
613,33,3,0,802,0,0,6,2,66,401,1,0,0
614,40,1,0,665,1,0,5,2,65,177,3,1,0
615,31,2,0,968,0,0,17,4,137,464,1,0,0
616,34,3,0,1011,1,0,6,5,156,136,1,0,0
617,37,2,0,181,0,0,5,8,245,140,1,0,0
618,54,2,0,1154,1,0,3,2,63,125,3,0,0
619,36,2,0,215,1,1,18,1,48,309,1,0,0
620,26,2,0,223,0,1,21,7,231,1002,3,0,1
621,26,2,0,241,1,0,16,5,166,136,1,0,0
622,31,2,0,272,1,0,13,5,163,133,12,0,0
623,60,3,0,-134,0,0,12,5,162,243,1,4,0
624,41,3,0,221,1,0,14,5,164,57,2,0,0
625,30,3,0,8,0,1,30,7,240,76,2,1,0
626,54,3,0,496,0,0,13,1,43,452,3,0,1
627,34,3,0,527,0,0,4,1,34,272,1,0,0
628,29,3,0,218,1,0,12,4,132,169,1,0,0
629,32,2,0,84,0,1,29,7,239,403,3,0,0
630,48,2,0,2409,1,0,24,7,234,533,2,0,0
631,50,3,0,-1455,1,1,6,2,66,119,1,0,0
632,31,3,0,1230,1,0,27,5,177,290,4,0,0
633,32,3,0,4291,0,0,7,8,247,1321,9,0,1
634,73,1,0,1388,0,0,11,1,41,767,2,1,1
635,57,2,0,1078,1,0,5,5,155,10,4,0,0
636,34,2,0,-56,1,0,13,5,163,197,2,0,0
637,49,2,0,1854,1,0,19,5,169,173,5,0,0
638,37,3,0,1549,0,0,6,6,186,48,2,0,0
639,32,3,0,-360,1,0,21,7,231,176,4,0,0
640,27,3,0,2729,1,0,24,7,234,218,2,0,0
641,78,2,0,631,0,0,11,8,251,95,1,0,0
642,28,1,0,332,0,0,7,7,217,385,1,0,0
643,49,1,0,230,1,0,8,5,158,96,1,0,0
644,31,2,0,297,1,0,12,5,162,480,1,0,0
645,49,2,0,1697,1,0,19,1,49,236,1,0,0
646,25,0,0,10788,0,0,23,12,383,102,2,2,0
647,41,3,0,145,0,0,22,7,232,1833,2,0,1
648,41,2,0,1445,0,0,21,1,51,104,3,0,0
649,31,2,0,1263,1,0,20,1,50,364,1,0,0
650,43,2,0,184,0,1,16,7,226,1019,11,0,1
651,43,2,0,-213,0,1,7,7,217,543,2,0,0
652,42,1,0,177,1,0,14,5,164,174,2,0,0
653,32,2,0,833,1,0,2,1,32,227,5,3,0
654,38,3,0,106,0,0,2,2,62,124,1,0,0
655,31,3,0,328,1,0,20,1,50,89,1,0,0
656,27,2,0,-541,1,1,13,5,163,153,1,0,0
657,28,3,0,174,1,1,11,2,71,56,1,2,0
658,59,2,0,1407,1,0,9,5,159,232,1,0,0
659,50,3,0,83,1,0,21,8,261,40,2,0,0
660,30,2,1,-35,1,0,14,5,164,1204,4,0,0
661,56,2,0,393,0,1,26,7,236,183,1,2,1
662,26,2,0,340,0,0,28,1,58,128,1,0,0
663,57,1,0,249,1,0,5,5,155,164,1,0,0
664,32,1,0,197,1,0,29,7,239,313,6,0,0
665,49,2,1,410,0,0,27,8,267,117,7,0,0
666,40,1,0,71,1,0,8,5,158,225,1,0,0
667,55,0,0,3122,0,0,8,7,218,349,1,0,1
668,54,1,0,1156,0,0,16,6,196,64,2,0,0
669,29,3,0,-233,1,0,19,5,169,329,1,0,0
670,42,2,0,534,1,0,16,5,166,139,2,0,0
671,26,2,0,3247,0,0,6,2,66,341,3,0,0
672,47,2,0,452,0,0,15,5,165,113,4,0,0
673,38,1,0,580,1,0,30,5,180,572,6,0,0
674,32,2,0,454,1,0,18,7,228,978,1,0,1
675,36,3,0,317,0,0,16,6,196,348,1,0,0
676,32,2,0,471,1,0,3,6,183,379,2,0,0
677,36,3,0,612,0,0,25,7,235,153,2,0,0
678,34,2,0,4902,1,0,6,5,156,59,1,1,0
679,45,3,0,510,0,0,6,6,186,639,2,0,0
680,29,3,0,14,0,0,12,1,42,106,1,2,0
681,25,3,0,1348,1,0,8,5,158,109,1,0,0
682,40,2,0,408,1,0,8,5,158,80,1,4,0
683,27,2,0,92,1,0,30,1,60,274,4,0,0
684,51,0,0,10287,1,0,29,5,179,117,1,0,0
685,52,2,0,371,1,1,21,4,141,224,2,1,1
686,59,2,0,681,1,0,14,4,134,427,2,0,0
687,58,1,0,1406,1,0,14,5,164,252,3,0,0
688,51,1,0,2499,0,0,12,6,192,309,5,0,0
689,44,3,0,0,0,1,14,7,224,289,3,0,0
690,36,2,0,68,1,1,27,5,177,157,1,0,0
691,66,1,0,1230,0,0,16,6,196,288,6,3,1
692,33,2,0,1646,1,0,7,5,157,317,2,0,0
693,29,2,0,577,1,0,17,4,137,501,3,10,0
694,45,2,0,640,1,0,5,5,155,214,1,1,0
695,34,2,0,-285,1,0,15,5,165,192,1,3,0
696,32,0,0,2378,0,0,17,1,47,1132,2,0,1
697,58,0,0,4318,0,0,5,6,185,307,2,0,0
698,33,3,0,191,0,1,9,7,219,25,1,0,0
699,54,3,0,98,0,0,8,8,248,420,4,0,0
700,34,2,0,1655,1,0,28,7,238,49,2,0,0
701,37,2,0,12939,1,1,3,2,63,77,3,9,0
702,52,1,0,3283,0,0,11,6,191,553,1,0,0
703,26,1,0,-219,1,1,15,5,165,311,5,0,0
704,34,2,0,607,0,0,26,4,146,449,1,3,0
705,62,2,0,272,0,0,11,8,251,146,1,2,1
706,30,2,0,8781,1,0,18,1,48,898,1,0,1
707,33,3,0,3090,1,0,21,5,171,162,1,0,0
708,33,2,0,2376,0,0,7,8,247,278,3,0,0
709,52,3,0,1727,0,0,21,1,51,337,1,0,0
710,57,3,0,0,1,1,20,5,170,107,2,0,0
711,50,2,0,325,1,0,17,4,137,150,1,0,0
712,27,3,0,498,1,0,12,5,162,191,1,3,0
713,30,2,0,173,1,0,13,5,163,217,1,0,0
714,52,2,0,782,1,0,5,5,155,93,3,0,0
715,35,0,0,726,1,0,5,5,155,163,1,0,0
716,25,0,0,1179,0,0,18,2,78,150,2,3,0
717,42,3,0,367,1,0,10,7,220,563,1,0,0
718,43,2,0,24,1,0,7,5,157,183,4,2,0
719,31,3,0,17924,1,0,14,5,164,745,1,3,1
720,36,3,0,84,0,1,15,7,225,306,14,0,0
721,27,2,0,23,0,0,26,2,86,590,2,0,0
722,53,3,0,837,0,0,27,8,267,160,4,0,0
723,39,2,0,1444,0,0,25,7,235,362,8,0,1
724,22,2,0,2589,1,0,15,5,165,239,1,1,0
725,53,1,0,80,0,0,5,2,65,230,2,0,0
726,26,2,0,1275,1,0,20,6,200,18,9,0,0
727,54,2,0,175,1,0,3,2,63,94,4,4,0
728,64,3,0,3951,0,0,28,1,58,134,1,1,1
729,38,3,0,378,1,0,21,7,231,184,21,0,0
730,24,2,0,493,1,0,13,5,163,85,4,1,0
731,50,3,0,-168,1,0,23,7,233,1327,2,0,1
732,46,1,0,285,0,0,11,6,191,215,2,0,0
733,39,2,0,2040,1,0,2,6,182,145,2,0,0
734,36,2,0,3740,1,0,7,4,127,254,1,0,0
735,40,2,0,269,0,0,5,6,185,128,1,0,0
736,54,3,0,651,1,1,22,7,232,121,2,0,0
737,45,2,0,597,0,1,17,1,47,73,1,0,0
738,25,2,0,14657,1,0,12,5,162,194,3,0,0
739,46,2,0,4105,1,0,15,4,135,115,3,2,0
740,43,1,0,314,1,1,26,5,176,134,1,0,0
741,32,2,0,329,1,0,15,5,165,166,4,0,0
742,45,2,0,2403,0,0,21,1,51,207,1,0,0
743,49,0,0,443,0,0,20,6,200,25,11,0,0
744,25,2,0,0,0,0,23,4,143,163,1,0,1
745,50,3,0,1477,1,0,18,1,48,283,2,0,0
746,31,3,0,-513,0,1,7,7,217,124,1,0,0
747,30,2,0,2262,1,0,28,5,178,102,2,0,0
748,46,2,0,1693,1,0,25,1,55,137,1,1,0
749,39,1,0,7685,1,0,14,4,134,493,3,0,0
750,41,3,0,0,1,0,17,7,227,509,7,0,0
751,51,2,0,580,1,0,2,1,32,117,5,0,0
752,36,3,0,928,1,0,20,4,140,239,1,0,0
753,33,2,0,1844,1,0,29,5,179,241,3,0,0
754,35,3,0,2622,0,0,15,7,225,374,5,0,0
755,29,2,0,-211,1,0,18,5,168,58,1,0,0
756,33,2,0,56,1,0,8,5,158,112,2,0,0
757,34,3,0,798,1,0,8,3,98,284,2,0,0
758,40,2,0,985,1,0,15,4,135,313,3,5,0
759,45,1,0,1953,1,0,15,5,165,95,3,0,0
760,38,3,0,1612,1,0,8,5,158,423,1,0,1
761,25,0,0,349,1,0,22,7,232,1037,8,0,1
762,41,2,0,0,0,1,7,7,217,630,3,0,0
763,48,2,0,101,0,0,14,7,224,549,3,0,0
764,47,0,0,-213,1,0,26,5,176,168,1,0,0
765,32,2,0,1659,1,0,30,5,180,120,6,0,0
766,46,2,0,874,0,0,19,1,49,819,3,0,1
767,38,2,0,2600,0,0,5,6,185,27,2,0,0
768,52,2,0,5423,0,1,17,1,47,93,1,1,0
769,34,2,0,528,1,0,21,5,171,85,1,0,0
770,26,3,0,2356,1,0,23,7,233,252,6,0,0
771,47,1,0,-406,0,1,8,7,218,243,5,0,0
772,37,0,0,734,1,0,21,5,171,1106,1,0,0
773,36,2,0,115,0,0,4,5,154,134,3,1,0
774,46,3,0,144,0,0,22,8,262,79,4,0,0
775,53,3,0,183,1,0,15,5,165,73,1,0,0
776,51,2,0,220,1,0,7,5,157,421,2,0,0
777,41,1,0,2585,0,0,20,1,50,159,2,0,0
778,41,3,0,60,1,0,20,1,50,239,2,0,0
779,28,3,0,416,1,1,17,7,227,345,1,0,0
780,38,2,0,384,0,0,3,2,63,387,1,0,0
781,40,2,0,1247,1,0,2,2,62,445,2,0,0
782,55,2,0,517,1,1,6,2,66,47,3,4,0
783,50,2,0,1093,1,0,30,5,180,319,1,0,0
784,44,2,0,-212,1,1,7,5,157,103,4,0,0
785,39,2,0,311,0,0,14,8,254,240,2,0,0
786,44,2,0,-63,0,0,6,6,186,392,2,0,0
787,56,2,0,1340,0,1,30,7,240,197,6,0,0
788,53,1,0,70,0,0,21,8,261,77,8,0,0
789,51,2,0,921,0,0,24,7,234,188,1,0,0
790,43,1,0,197,1,0,17,1,47,48,2,0,0
791,30,2,0,-202,0,0,27,5,177,166,2,0,0
792,43,3,0,5670,1,0,20,1,50,43,4,2,0
793,52,1,0,4660,0,0,18,8,258,82,3,0,0
794,39,2,0,2679,1,1,23,5,173,811,1,0,0
795,50,3,0,592,0,0,8,8,248,445,4,0,0
796,35,1,0,767,1,0,16,5,166,1408,2,0,0
797,47,2,0,0,0,0,3,4,123,335,1,0,0
798,38,2,0,2751,1,0,28,5,178,185,1,0,0
799,49,2,0,633,0,1,29,7,239,249,6,0,0
800,43,3,0,-7,1,1,29,7,239,228,1,0,0
801,32,0,0,6145,1,0,14,5,164,362,1,13,0
802,29,3,0,265,0,0,22,5,172,491,1,0,1
803,33,2,0,-805,0,0,7,7,217,208,2,0,0
804,37,2,0,-141,1,1,29,5,179,76,3,0,0
805,44,3,0,678,0,0,3,2,63,111,1,2,0
806,37,1,0,543,1,0,21,5,171,281,1,0,0
807,59,3,0,1889,0,0,21,7,231,256,1,0,0
808,36,2,0,0,0,0,29,8,269,85,6,0,0
809,59,2,1,-918,1,0,16,6,196,253,2,0,0
810,33,3,0,2155,0,0,17,1,47,295,1,0,0
811,34,2,0,-96,1,0,27,5,177,153,2,0,0
812,55,1,0,4,0,0,21,1,51,85,3,0,0
813,40,1,0,472,1,0,30,5,180,85,2,0,0
814,33,3,0,76,1,0,7,5,157,256,3,0,0
815,39,2,0,1336,1,0,16,6,196,358,1,0,0
816,34,1,0,170,1,1,17,4,137,599,4,7,0
817,38,2,0,1116,1,1,16,6,196,406,2,0,0
818,36,2,0,23,1,0,8,5,158,152,2,1,0
819,39,2,0,829,0,0,5,2,65,336,1,0,0
820,32,1,0,1959,0,0,20,1,50,348,3,0,0
821,39,2,0,878,1,0,15,5,165,611,5,0,1
822,26,2,0,2509,0,0,27,5,177,776,3,3,1
823,31,2,0,0,1,0,2,6,182,245,1,0,0
824,30,2,0,913,1,1,19,1,49,433,2,0,0
825,42,0,0,756,0,0,14,10,314,72,4,3,0
826,28,3,0,282,1,0,26,6,206,301,4,0,0
827,59,3,0,5397,0,0,23,9,293,244,1,3,1
828,34,3,0,100,0,0,20,8,260,196,2,0,0
829,27,3,0,88,0,0,4,5,154,143,1,0,0
830,38,0,0,1146,1,0,16,5,166,84,1,0,0
831,31,3,0,459,0,0,28,8,268,13,14,0,0
832,41,3,0,1666,0,0,9,6,189,291,3,0,0
833,28,3,0,372,1,1,15,5,165,201,3,2,0
834,35,3,0,303,0,0,13,8,253,713,2,0,0
835,34,3,0,0,1,0,17,4,137,158,2,0,0
836,37,1,0,3913,1,0,9,6,189,76,2,0,0
837,46,3,0,6651,0,0,22,5,172,114,1,1,0
838,49,3,0,1769,1,0,14,5,164,283,2,0,0
839,28,2,0,260,1,0,7,5,157,374,2,0,0
840,37,2,0,1314,1,0,8,5,158,682,2,7,0
841,56,2,0,95,1,0,18,5,168,428,2,0,0
842,33,3,0,301,1,0,17,4,137,446,1,0,0
843,59,1,0,1930,0,0,11,6,191,453,1,0,0
844,39,2,0,25,1,1,12,5,162,658,1,3,1
845,48,2,0,720,1,0,8,5,158,177,3,0,0
846,27,2,0,13,1,0,8,7,218,103,1,0,0
847,35,3,0,1496,1,0,22,8,262,73,4,0,0
848,29,2,0,508,1,1,19,6,199,262,5,0,0
849,33,2,0,3519,0,0,2,2,62,161,1,0,0
850,50,3,0,396,0,0,11,6,191,62,2,0,0
851,33,2,0,13160,0,0,10,7,220,212,1,0,0
852,30,3,0,302,0,0,11,2,71,528,3,0,1
853,47,2,0,756,0,0,25,8,265,154,4,0,0
854,47,2,0,57,1,0,18,5,168,72,3,4,0
855,49,1,0,1898,0,0,21,8,261,159,1,0,0
856,29,2,0,200,1,0,18,5,168,261,1,0,0
857,47,3,0,1425,0,0,29,1,59,113,1,0,0
858,32,2,0,98,1,0,29,1,59,364,2,0,0
859,40,2,0,0,1,0,18,1,48,341,1,0,0
860,35,1,0,-17,0,0,28,1,58,100,1,0,0
861,60,1,0,22018,0,0,6,6,186,177,2,0,0
862,45,3,0,10768,1,0,2,6,182,147,3,2,0
863,35,3,0,16,1,0,5,5,155,43,5,0,0
864,30,3,0,2694,0,0,3,6,183,192,1,0,0
865,31,0,0,301,1,0,4,2,64,371,1,0,0
866,63,1,0,48,0,0,9,6,189,251,1,0,1
867,49,0,0,332,0,0,18,6,198,163,2,0,0
868,47,0,0,1481,1,0,6,5,156,64,2,3,0
869,48,1,0,104,0,0,8,8,248,103,4,0,0
870,48,1,0,3267,1,0,13,5,163,6,5,0,0
871,54,3,0,-800,1,0,26,5,176,445,2,0,0
872,39,3,0,26,0,0,18,6,198,311,5,0,0
873,34,2,0,0,1,1,21,5,171,394,2,0,0
874,46,0,0,2466,0,0,1,4,121,216,3,1,1
875,31,2,0,660,0,0,22,6,202,115,1,0,0
876,45,2,0,3037,0,0,16,6,196,60,2,0,0
877,45,1,0,866,0,0,17,6,197,319,8,0,0
878,29,2,0,43,1,0,6,5,156,268,2,0,0
879,30,3,0,1456,1,0,20,1,50,227,1,0,0
880,31,3,0,-256,1,0,15,5,165,272,1,5,0
881,33,2,0,0,0,0,23,5,173,211,3,0,0
882,34,2,0,21,0,0,17,4,137,332,1,3,0
883,33,2,0,264,1,0,17,4,137,494,1,0,0
884,38,2,0,1221,1,1,18,8,258,73,7,0,0
885,46,2,0,1427,1,0,14,5,164,32,3,0,0
886,34,2,0,6979,1,0,15,5,165,14,5,0,0
887,25,3,0,2317,1,0,7,5,157,273,4,0,0
888,34,2,0,-99,1,1,7,5,157,258,2,0,0
889,30,2,0,1165,0,0,4,6,184,204,2,3,1
890,31,3,0,614,0,0,11,8,251,72,4,0,0
891,39,1,0,85,1,0,24,7,234,329,1,0,0
892,47,1,0,840,0,1,17,7,227,509,1,0,0
893,41,3,0,1253,0,0,21,7,231,1134,5,0,1
894,31,2,0,2363,1,0,13,5,163,247,1,0,0
895,51,1,0,653,1,1,6,5,156,208,1,0,0
896,31,2,0,342,1,0,15,5,165,117,5,7,0
897,39,3,0,266,1,1,12,5,162,251,1,0,0
898,28,2,0,1232,1,0,4,6,184,201,2,0,0
899,48,2,0,-85,1,0,13,5,163,56,1,1,0
900,53,3,0,3158,0,0,31,7,241,126,23,0,0
901,38,3,0,76,1,0,20,4,140,167,2,3,0
902,52,2,0,510,1,0,4,6,184,324,1,0,0
903,34,3,0,-401,1,0,6,5,156,378,1,0,0
904,38,2,0,8876,0,0,19,1,49,636,1,0,0
905,33,3,0,777,0,1,25,5,175,344,1,0,0
906,59,2,0,2516,1,1,14,5,164,282,1,0,0
907,41,3,0,15,1,0,30,7,240,59,2,0,0
908,40,3,0,0,1,0,26,8,266,24,16,0,0
909,55,2,0,168,0,0,19,8,259,79,2,0,0
910,39,1,0,6999,0,0,6,8,246,111,2,0,0
911,32,3,0,3816,1,0,21,1,51,53,3,0,0
912,52,2,0,-307,0,0,5,2,65,272,1,0,0
913,34,2,0,-346,1,0,3,7,213,115,4,0,0
914,35,2,0,725,1,0,20,1,50,219,7,1,0
915,49,2,0,0,0,0,26,8,266,159,4,0,0
916,28,2,1,-871,1,0,12,5,162,36,4,0,0
917,45,0,0,557,1,0,15,7,225,80,4,0,0
918,46,3,0,-3,0,0,25,8,265,728,4,0,0
919,34,3,0,36,0,0,28,1,58,55,1,0,0
920,46,3,0,954,1,1,4,2,64,532,2,0,0
921,57,3,0,1631,1,0,2,4,122,254,2,3,0
922,41,2,0,99,1,0,18,1,48,157,2,0,0
923,24,2,0,1298,0,0,1,9,271,86,1,0,0
924,35,2,0,-281,0,0,4,8,244,148,1,0,0
925,29,3,0,1,1,0,17,7,227,695,1,0,0
926,23,2,0,-782,1,1,19,6,199,197,10,0,0
927,58,2,0,111,0,0,22,6,202,39,1,2,0
928,42,1,0,629,1,0,29,5,179,164,3,0,0
929,50,2,0,3002,0,0,8,8,248,125,2,0,0
930,32,2,0,2196,1,0,21,7,231,1156,1,0,0
931,31,3,0,1583,1,0,21,5,171,207,1,0,0
932,45,1,0,351,1,0,19,6,199,66,1,0,0
933,58,2,0,2747,0,0,17,1,47,907,2,0,0
934,42,2,0,162,1,0,11,5,161,139,1,0,0
935,47,3,0,0,0,0,11,6,191,58,3,0,0
936,37,2,0,223,1,0,14,7,224,144,2,0,0
937,57,1,0,0,0,0,17,6,197,187,2,0,0
938,30,2,0,119,1,0,30,5,180,281,2,0,0
939,47,0,0,270,0,0,6,8,246,467,2,0,0
940,42,2,0,284,0,0,25,7,235,1173,4,0,0
941,33,3,0,5641,0,0,18,8,258,168,2,0,0
942,34,2,0,-603,0,0,25,7,235,164,4,0,0
943,37,1,0,90,1,0,6,5,156,39,1,2,0
944,28,2,0,2954,1,0,28,5,178,149,2,0,0
945,27,2,0,72,1,0,19,5,169,105,1,0,0
946,34,2,0,4,1,0,15,5,165,644,1,0,0
947,37,2,0,0,0,0,16,7,226,1150,1,0,0
948,49,1,0,3049,0,0,12,6,192,124,2,0,0
949,47,2,0,368,0,0,23,2,83,269,1,5,1
950,36,2,0,539,1,0,27,8,267,398,2,1,1
951,58,3,0,1697,0,0,20,6,200,55,2,0,0
952,54,0,0,6622,0,0,17,6,197,83,1,0,0
953,31,2,0,86,1,1,3,6,183,963,2,0,1
954,42,0,0,961,1,0,18,5,168,10,6,1,0
955,34,3,0,97,1,0,28,7,238,102,6,0,0
956,51,2,0,4787,1,0,7,4,127,895,1,0,1
957,50,3,0,267,1,0,21,1,51,30,1,0,0
958,30,2,0,268,1,0,8,5,158,226,5,0,0
959,74,1,0,166,0,0,13,8,253,99,1,0,0
960,33,3,0,191,0,1,3,2,63,678,4,1,0
961,56,1,0,246,1,0,23,5,173,438,1,0,0
962,43,3,0,1158,1,0,12,5,162,236,6,1,0
963,48,2,0,300,0,1,16,7,226,52,8,0,0
964,31,3,0,288,0,0,28,1,58,364,1,0,0
965,58,2,0,1166,1,0,12,5,162,493,1,0,0
966,37,2,0,41,0,0,29,8,269,127,5,0,0
967,47,1,0,176,1,0,30,5,180,35,1,0,0
968,45,2,0,54,1,0,7,5,157,279,1,1,0
969,54,1,0,1895,1,0,17,4,137,345,1,0,0
970,28,2,0,3028,1,0,17,4,137,183,1,0,0
971,35,3,0,250,0,0,19,6,199,92,2,0,0
972,27,2,0,379,0,1,7,7,217,269,2,0,0
973,56,2,0,166,1,0,14,5,164,350,2,0,0
974,68,2,0,20723,1,0,28,4,148,318,2,0,0
975,48,0,0,131,1,0,6,5,156,189,1,0,0
976,33,1,0,3868,1,0,2,6,182,445,1,0,0
977,33,3,0,454,0,1,18,1,48,134,1,0,0
978,34,2,0,0,0,0,7,7,217,160,3,0,0
979,59,2,0,93,0,0,26,5,176,193,2,0,0
